lNames	lVal
SEA14	SEA	4.74469432347466
SEA15	SEA	-12.8295319532507
SEA16	SEA	2.15113987782058e-25
SEA17	SEA	5.65167604856915e-15
SEA18	SEA	5.12934290609795e-07
SEA19	SEA	2.35455354979054e-06
SEA20	SEA	2.80570935090916e-35
SFN1	SFN	13384.8460232742
SFN2	SFN	0.30895407217358
SFN3	SFN	14.9871712375631
SFN4	SFN	138.612135303129
SFN5	SFN	190.850396629264
SFN6	SFN	1251.33827456526
SFN7	SFN	0.0258056458946779
SFN8	SFN	3.42263882016628
SFN9	SFN	9.79008219869576
SFN10	SFN	22.9306185481894
SFN11	SFN	10.6964250157891
SFN12	SFN	11.9723440922398
SFN13	SFN	4.37883516930219
SFN14	SFN	14.1584240550703
SFN15	SFN	8.32295021733434
SFN16	SFN	1.60497080024479e-25
SFN17	SFN	3.27105437534089e-31
SFN18	SFN	1.30191561777201e-05
SFN19	SFN	4.5746932383751e-42
SFN20	SFN	2.41052762155585e-16
SLN1	SLN	19559.8383409126
SLN2	SLN	0.252102202948446
SLN3	SLN	14.7871527266933
SLN4	SLN	126.927227318907
SLN5	SLN	-88.450772096077
SLN6	SLN	2159.51084089679
SLN7	SLN	0.0274878955330345
SLN8	SLN	5.10642313342989
SLN9	SLN	21.0702107548645
SLN10	SLN	9.99325697069359
SLN11	SLN	9.0575319051373
SLN12	SLN	9.17138973572834
SLN13	SLN	2.89579463751979
SLN14	SLN	6.02401318124469
SLN15	SLN	-8.85104549552457
SLN16	SLN	5.42298454600146e-19
SLN17	SLN	2.03406730847624e-19
SLN18	SLN	0.00385201012248411
SLN19	SLN	2.27290624380598e-09
SLN20	SLN	3.12653451787193e-18
TBA1	TBA	8731.89723222147
TBA2	TBA	0.226213269682483
TBA3	TBA	23.264504871018
TBA4	TBA	12.8294015154236
TBA5	TBA	335.93847274082
TBA6	TBA	1376.54737996753
TBA7	TBA	0.0295448692995449
TBA8	TBA	9.16847175019691
TBA9	TBA	26.6414957363672
TBA10	TBA	91.3845343876042
TBA11	TBA	6.34333213610666
TBA12	TBA	7.65660079213713
TBA13	TBA	2.53744631655961
TBA14	TBA	0.481557103339009
TBA15	TBA	3.67609765691806
TBA16	TBA	3.24827113330246e-10
TBA17	TBA	4.08817221193255e-14
TBA18	TBA	0.0113002170664868
TBA19	TBA	0.630214012228381
TBA20	TBA	0.000247970418746074
TEX1	TEX	-9741.56491179492
TEX2	TEX	0.173896854933915
TEX3	TEX	-0.707692272970633
TEX4	TEX	513.283652641795
TEX5	TEX	-433.018589087192
TEX6	TEX	3269.58047784125
TEX7	TEX	0.0277072723857191
TEX8	TEX	10.4038802169008
TEX9	TEX	55.5644103811227
TEX10	TEX	116.642207233674
TEX11	TEX	-2.97945408526136
TEX12	TEX	6.27621703475747
TEX13	TEX	-0.0680219550991184
TEX14	TEX	9.2376333901705
TEX15	TEX	-3.71236621251267
TEX16	TEX	0.00294788572420922
TEX17	TEX	4.89545478016778e-10
TEX18	TEX	0.945779910120223
TEX19	TEX	1.17023866362631e-19
TEX20	TEX	0.000215104655417699
TOR1	TOR	15191.790274448
TOR2	TOR	0.274604650825647
TOR3	TOR	40.2966267051725
TOR4	TOR	-36.3312877083028
TOR5	TOR	246.453855823117
TOR6	TOR	4076.88705741564
TOR7	TOR	0.0300848046538014
TOR8	TOR	11.1391321831847
TOR9	TOR	45.7687265825548
TOR10	TOR	63.4956196569638
TOR11	TOR	3.72632110247325
TOR12	TOR	9.127686019093
TOR13	TOR	3.61757325817561
TOR14	TOR	-0.793801585079512
TOR15	TOR	3.88143083183672
TOR16	TOR	0.000203896595229037
TOR17	TOR	3.13076732461328e-19
TOR18	TOR	0.000310501828267291
TOR19	TOR	0.427477459591247
TOR20	TOR	0.000109847115203242
WAS1	WAS	4675.79497411439
WAS2	WAS	0.170793361406713
WAS3	WAS	9.19228084824791
WAS4	WAS	244.138495848346
WAS5	WAS	-76.1630227234301
WAS6	WAS	1386.37135299885
WAS7	WAS	0.0316989107755721
WAS8	WAS	8.9317463857196
WAS9	WAS	19.069277059693
WAS10	WAS	12.8674300905483
WAS11	WAS	3.37268579879424
WAS12	WAS	5.3879883323414
WAS13	WAS	1.02916948727349
WAS14	WAS	12.802713762253
WAS15	WAS	-5.91905471313771
WAS16	WAS	0.000779756189730331
WAS17	WAS	9.34996088060678e-08
WAS18	WAS	0.303707631925712
WAS19	WAS	2.64142742247427e-34
WAS20	WAS	4.78077188164903e-09
