Game_Date	Day_of_Week	Home_Team	Day_or_Night	Home_Game_Number	Attendance	Prior_Attendance	Prior_Wins
2007-09-21	Fri	ARI	N	79	37753	30700	82
2007-09-21	Fri	ATL	N	79	34401	31034	72
2007-09-21	Fri	CHN	D	79	41591	33721	97
2007-09-21	Fri	FLO	N	76	25666	11422	84
2007-09-21	Fri	CLE	N	78	36016	14503	81
2007-09-21	Fri	DET	N	76	40117	27908	74
2007-09-21	Fri	MIN	N	79	27928	45439	88
2007-09-21	Fri	NYA	N	78	54151	54046	89
2007-09-21	Fri	SDN	N	79	31288	40077	63
2007-09-21	Fri	SFN	N	76	35502	33919	72
2007-09-21	Fri	SLN	N	79	43677	44294	86
2007-09-21	Fri	WAS	N	79	26949	27805	59
2007-09-21	Fri	TBA	N	76	27369	9292	97
2007-09-21	Fri	TEX	N	76	30603	18214	79
2007-09-22	Sat	SDN	N	80	35020	43168	63
2007-09-22	Sat	SFN	N	77	36375	35121	72
2007-09-22	Sat	SLN	N	80	46237	44133	86
2007-09-22	Sat	WAS	N	80	26412	30449	59
2007-09-22	Sat	TBA	N	77	34626	10818	97
2007-09-22	Sat	TEX	N	77	40148	18551	79
2007-09-22	Sat	ARI	N	80	47673	33019	82
2007-09-22	Sat	ATL	D	80	42378	40123	72
2007-09-22	Sat	CHN	D	80	41271	39483	97
2007-09-22	Sat	FLO	D	77	22517	13295	84
2007-09-22	Sat	CLE	N	79	40663	19983	81
2007-09-22	Sat	DET	N	77	41792	26430	74
2007-09-22	Sat	MIN	D	80	31737	46219	88
2007-09-22	Sat	NYA	D	79	54887	52331	89
2007-09-23	Sun	ARI	D	81	43372	48946	82
2007-09-23	Sun	ATL	D	81	44088	36030	72
2007-09-23	Sun	CHN	D	81	41364	39609	97
2007-09-23	Sun	FLO	D	78	17130	14106	84
2007-09-23	Sun	CLE	D	80	40250	17562	81
2007-09-23	Sun	DET	D	78	40068	28670	74
2007-09-23	Sun	MIN	D	81	29382	45182	88
2007-09-23	Sun	NYA	D	80	54983	54576	89
2007-09-23	Sun	SDN	D	81	37984	41932	63
2007-09-23	Sun	SFN	D	78	38029	34503	72
2007-09-23	Sun	WAS	D	81	40519	29044	59
2007-09-23	Sun	TBA	D	78	30310	26337	97
2007-09-23	Sun	TEX	D	78	37812	26006	79
2007-09-24	Mon	NYN	N	75	49164	42407	89
2007-09-24	Mon	SFN	N	79	35650	42587	72
2007-09-24	Mon	TEX	N	79	22881	26284	79
2007-09-24	Mon	MIL	N	75	40908	19360	90
2007-09-24	Mon	BAL	N	75	15769	24551	68
2007-09-24	Mon	DET	N	79	32716	37243	74
2007-09-24	Mon	NYA	D	81	53281	54886	89
2007-09-25	Tue	CIN	N	76	13261	21602	74
2007-09-25	Tue	FLO	N	79	16044	23417	84
2007-09-25	Tue	LAN	N	76	44660	43734	84
2007-09-25	Tue	MIL	N	76	32329	15204	90
2007-09-25	Tue	BAL	N	76	15867	22240	68
2007-09-25	Tue	BOS	N	76	36708	36434	95
2007-09-25	Tue	CHA	N	76	31607	38850	89
2007-09-25	Tue	DET	N	80	31394	40071	74
2007-09-25	Tue	NYN	N	76	49244	37911	89
2007-09-25	Tue	PHI	N	76	39129	31892	92
2007-09-25	Tue	PIT	N	76	14569	17141	67
2007-09-25	Tue	SFN	N	80	35524	42769	72
2007-09-25	Tue	SEA	N	76	22200	20982	61
2007-09-25	Tue	TBA	N	79	24503	33492	97
2007-09-25	Tue	TEX	N	80	30708	38351	79
2007-09-26	Wed	NYN	N	77	51940	44966	89
2007-09-26	Wed	PHI	N	77	36588	35269	92
2007-09-26	Wed	PIT	N	77	16289	16352	67
2007-09-26	Wed	SFN	N	81	42926	42831	72
2007-09-26	Wed	SEA	D	77	0	19604	61
2007-09-26	Wed	SEA	D	78	0	23421	61
2007-09-26	Wed	SEA	N	77	26801	19604	61
2007-09-26	Wed	SEA	N	78	26801	23421	61
2007-09-26	Wed	TBA	N	80	21621	31422	97
2007-09-26	Wed	TEX	D	81	24223	36617	79
2007-09-26	Wed	CIN	N	77	13138	16957	74
2007-09-26	Wed	FLO	N	80	19051	20992	84
2007-09-26	Wed	LAN	N	77	45036	46319	84
2007-09-26	Wed	MIL	N	77	32411	14242	90
2007-09-26	Wed	BAL	N	77	15424	27741	68
2007-09-26	Wed	BOS	N	77	36570	36134	95
2007-09-26	Wed	CHA	N	77	32091	38971	89
2007-09-26	Wed	DET	N	81	35375	40155	74
2007-09-27	Thu	CIN	N	78	13626	21332	74
2007-09-27	Thu	FLO	D	81	24809	36768	84
2007-09-27	Thu	LAN	N	78	51999	48567	84
2007-09-27	Thu	MIL	N	78	34918	28719	90
2007-09-27	Thu	BAL	N	78	15817	17877	68
2007-09-27	Thu	BOS	N	78	36743	36028	95
2007-09-27	Thu	CHA	N	78	34477	33976	89
2007-09-27	Thu	NYN	N	78	48900	42788	89
2007-09-27	Thu	PHI	N	78	40589	44737	92
2007-09-27	Thu	PIT	D	78	11335	12671	67
2007-09-27	Thu	SEA	N	79	21285	30766	61
2007-09-27	Thu	TBA	N	81	28962	24053	97
2007-09-28	Fri	NYN	N	79	55298	45247	89
2007-09-28	Fri	PHI	N	79	45084	37055	92
2007-09-28	Fri	PIT	N	79	30603	27033	67
2007-09-28	Fri	OAK	N	79	32287	35077	75
2007-09-28	Fri	SEA	N	80	31954	23310	61
2007-09-28	Fri	TOR	N	79	34670	42267	86
2007-09-28	Fri	CIN	N	79	32193	28264	74
2007-09-28	Fri	COL	N	79	48190	20133	74
2007-09-28	Fri	HOU	N	79	43011	39616	86
2007-09-28	Fri	LAN	N	79	47696	43990	84
2007-09-28	Fri	MIL	N	79	38135	21796	90
2007-09-28	Fri	BAL	N	79	38113	21051	68
2007-09-28	Fri	BOS	N	79	36843	36269	95
2007-09-28	Fri	CHA	N	79	30281	37557	89
2007-09-28	Fri	KCA	N	79	29846	13151	75
2007-09-29	Sat	CIN	D	80	38936	22226	74
2007-09-29	Sat	COL	N	80	47368	18858	74
2007-09-29	Sat	HOU	N	80	43624	43469	86
2007-09-29	Sat	LAN	N	80	51983	49791	84
2007-09-29	Sat	MIL	D	80	40946	33989	90
2007-09-29	Sat	BAL	N	80	47616	21980	68
2007-09-29	Sat	BOS	N	80	36619	36596	95
2007-09-29	Sat	CHA	N	80	33066	37400	89
2007-09-29	Sat	KCA	N	80	24274	15459	75
2007-09-29	Sat	NYN	D	80	54675	44543	89
2007-09-29	Sat	PHI	D	80	44532	44772	92
2007-09-29	Sat	PIT	N	80	35169	35514	67
2007-09-29	Sat	OAK	D	80	26480	34077	75
2007-09-29	Sat	SEA	N	81	26799	28361	61
2007-09-29	Sat	TOR	D	80	37681	44212	86
2007-09-30	Sun	NYN	D	81	54453	34027	89
2007-09-30	Sun	PHI	D	81	44865	44688	92
2007-09-30	Sun	PIT	D	81	25664	25004	67
2007-09-30	Sun	OAK	D	81	28062	34077	75
2007-09-30	Sun	TOR	D	81	44156	40123	86
2007-09-30	Sun	CIN	D	81	32620	16278	74
2007-09-30	Sun	COL	D	81	46375	21154	74
2007-09-30	Sun	HOU	D	81	43823	43704	86
2007-09-30	Sun	LAN	D	81	49211	49822	84
2007-09-30	Sun	MIL	D	81	42415	23049	90
2007-09-30	Sun	BAL	D	81	43589	23005	68
2007-09-30	Sun	BOS	D	81	36364	35826	95
2007-09-30	Sun	CHA	D	81	33154	37518	89
2007-09-30	Sun	KCA	D	81	19104	10922	75
2008-03-25	Tue	OAK	N	1	44628	35077	75
2008-03-26	Wed	OAK	N	2	44735	15153	75
2008-03-30	Sun	WAS	N	1	39389	40389	59
2008-03-31	Mon	PHI	D	1	44553	44742	93
2008-03-31	Mon	SDN	N	1	44965	44267	75
2008-03-31	Mon	SEA	D	1	46334	46003	85
2008-03-31	Mon	ATL	N	1	45269	51014	86
2008-03-31	Mon	CHN	D	1	41089	41388	83
2008-03-31	Mon	CIN	D	1	42498	42720	78
2008-03-31	Mon	FLO	D	1	38308	40397	87
2008-03-31	Mon	LAN	D	1	56000	56000	95
2008-03-31	Mon	BAL	D	1	46807	48159	64
2008-03-31	Mon	CLE	D	1	41872	19031	65
2008-03-31	Mon	DET	D	1	44934	44297	86
2008-03-31	Mon	MIN	N	1	49596	48711	87
2008-04-01	Tue	FLO	N	2	15117	32419	87
2008-04-01	Tue	LAN	N	2	44054	40560	95
2008-04-01	Tue	MIN	N	2	24586	24439	87
2008-04-01	Tue	NYA	N	1	55112	55035	103
2008-04-01	Tue	SDN	N	2	20825	40504	75
2008-04-01	Tue	SLN	N	1	45996	45429	91
2008-04-01	Tue	OAK	N	3	36067	19130	75
2008-04-01	Tue	SEA	N	2	25204	25287	85
2008-04-02	Wed	PHI	N	2	44986	41516	93
2008-04-02	Wed	SDN	N	3	18714	27086	75
2008-04-02	Wed	SLN	N	2	39915	45440	91
2008-04-02	Wed	OAK	D	4	21625	35077	75
2008-04-02	Wed	SEA	N	3	21349	22816	85
2008-04-02	Wed	ATL	N	2	17893	43156	86
2008-04-02	Wed	CHN	D	2	39468	35924	83
2008-04-02	Wed	CIN	N	2	14016	25965	78
2008-04-02	Wed	FLO	N	3	13720	16308	87
2008-04-02	Wed	LAN	N	3	43217	35852	95
2008-04-02	Wed	BAL	N	2	10505	18594	64
2008-04-02	Wed	CLE	N	2	17645	16375	65
2008-04-02	Wed	DET	D	2	32348	24881	86
2008-04-02	Wed	MIN	N	3	21932	27539	87
2008-04-02	Wed	NYA	N	2	48544	52096	103
2008-04-03	Thu	ATL	N	3	19240	24832	86
2008-04-03	Thu	CHN	D	3	37973	37267	83
2008-04-03	Thu	CIN	D	3	11987	25070	78
2008-04-03	Thu	CLE	D	3	15785	17090	65
2008-04-03	Thu	DET	D	3	32735	21832	86
2008-04-03	Thu	MIN	D	4	17084	26047	87
2008-04-03	Thu	NYA	N	3	47785	50074	103
2008-04-03	Thu	PHI	D	3	25831	30062	93
2008-04-03	Thu	SDN	D	4	24432	31388	75
2008-04-03	Thu	SLN	D	3	33748	45423	91
2008-04-04	Fri	SDN	N	5	42474	28878	75
2008-04-04	Fri	SLN	N	4	37191	42805	91
2008-04-04	Fri	OAK	N	5	13916	35077	75
2008-04-04	Fri	TOR	N	1	50171	50125	75
2008-04-04	Fri	CHN	D	4	37812	38598	83
2008-04-04	Fri	CIN	N	4	17905	17837	78
2008-04-04	Fri	COL	D	1	49233	48169	92
2008-04-04	Fri	FLO	N	4	10809	11157	87
2008-04-04	Fri	MIL	D	1	45212	45341	80
2008-04-04	Fri	BAL	N	3	14429	13288	64
2008-04-04	Fri	DET	D	4	34569	21263	86
2008-04-04	Fri	MIN	N	5	21847	24552	87
2008-04-04	Fri	NYA	N	4	49255	50510	103
2008-04-05	Sat	ATL	D	4	36130	18396	86
2008-04-05	Sat	CHN	D	5	40707	39820	83
2008-04-05	Sat	CIN	D	5	23069	15825	78
2008-04-05	Sat	COL	N	2	43124	20547	92
2008-04-05	Sat	FLO	N	5	15752	10883	87
2008-04-05	Sat	MIL	D	2	30574	22603	80
2008-04-05	Sat	BAL	N	4	24824	13229	64
2008-04-05	Sat	DET	D	5	42381	27945	86
2008-04-05	Sat	MIN	D	6	21262	30131	87
2008-04-05	Sat	NYA	D	5	52247	47679	103
2008-04-05	Sat	SDN	D	6	38819	31568	75
2008-04-05	Sat	SLN	D	5	41463	44153	91
2008-04-05	Sat	OAK	D	6	16279	35077	75
2008-04-05	Sat	TOR	D	2	35238	22106	75
2008-04-06	Sun	SDN	D	7	44165	26872	75
2008-04-06	Sun	SLN	D	6	41912	43026	91
2008-04-06	Sun	OAK	D	7	16384	20174	75
2008-04-06	Sun	TOR	D	3	30114	15218	75
2008-04-06	Sun	ATL	D	5	39414	15631	86
2008-04-06	Sun	CHN	D	6	40929	32126	83
2008-04-06	Sun	CIN	D	6	26566	14001	78
2008-04-06	Sun	COL	D	3	42865	19352	92
2008-04-06	Sun	FLO	D	6	10431	11379	87
2008-04-06	Sun	MIL	D	3	44014	23649	80
2008-04-06	Sun	BAL	D	5	19215	20922	64
2008-04-06	Sun	DET	N	6	35230	40685	86
2008-04-06	Sun	MIN	D	7	21765	15869	87
2008-04-06	Sun	NYA	D	6	51279	38438	103
2008-04-07	Mon	ARI	N	1	49057	41803	70
2008-04-07	Mon	CIN	D	7	14647	12521	78
2008-04-07	Mon	COL	N	4	24304	18222	92
2008-04-07	Mon	HOU	N	1	43483	43803	74
2008-04-07	Mon	BAL	D	6	10774	15244	64
2008-04-07	Mon	CHA	D	1	38082	38088	79
2008-04-07	Mon	NYA	N	7	41302	41379	103
2008-04-07	Mon	PIT	D	1	37491	38429	62
2008-04-07	Mon	SFN	D	1	42861	42773	88
2008-04-07	Mon	WAS	N	2	20487	20894	59
2008-04-08	Tue	NYN	D	1	56350	56227	70
2008-04-08	Tue	SFN	N	2	35795	39938	88
2008-04-08	Tue	TBA	N	1	36048	38437	84
2008-04-08	Tue	TEX	D	1	48808	51548	87
2008-04-08	Tue	TOR	N	4	31336	20416	75
2008-04-08	Tue	ARI	N	2	28973	21225	70
2008-04-08	Tue	COL	N	5	24640	18207	92
2008-04-08	Tue	HOU	N	2	30184	31238	74
2008-04-08	Tue	MIL	N	4	27717	41758	80
2008-04-08	Tue	BOS	D	1	36567	35847	95
2008-04-08	Tue	KCA	D	1	37296	41257	65
2008-04-09	Wed	ARI	D	3	23331	19534	70
2008-04-09	Wed	COL	N	6	23210	20366	92
2008-04-09	Wed	HOU	N	3	29187	25961	74
2008-04-09	Wed	MIL	N	5	31313	41282	80
2008-04-09	Wed	BOS	N	2	37190	36630	95
2008-04-09	Wed	CHA	N	2	16499	26337	79
2008-04-09	Wed	KCA	N	2	19007	22348	65
2008-04-09	Wed	NYN	N	2	47127	41927	70
2008-04-09	Wed	PIT	N	2	9735	12468	62
2008-04-09	Wed	SFN	N	3	30310	37914	88
2008-04-09	Wed	WAS	N	3	23340	18835	59
2008-04-09	Wed	TBA	N	2	12106	18495	84
2008-04-09	Wed	TOR	N	5	16102	26268	75
2008-04-10	Thu	NYN	N	3	49045	33355	70
2008-04-10	Thu	PIT	N	3	9798	9959	62
2008-04-10	Thu	SFN	N	4	30333	43146	88
2008-04-10	Thu	WAS	N	4	24549	16017	59
2008-04-10	Thu	TBA	D	3	11898	12436	84
2008-04-10	Thu	TEX	D	2	0	40865	87
2008-04-10	Thu	TEX	D	3	0	28347	87
2008-04-10	Thu	TEX	N	2	15560	40865	87
2008-04-10	Thu	TEX	N	3	15560	28347	87
2008-04-10	Thu	TOR	N	6	16521	28203	75
2008-04-10	Thu	MIL	D	6	25023	28019	80
2008-04-10	Thu	BOS	N	3	37612	35946	95
2008-04-10	Thu	KCA	N	3	16143	23170	65
2008-04-11	Fri	ARI	N	4	31732	20219	70
2008-04-11	Fri	HOU	N	4	34191	43430	74
2008-04-11	Fri	LAN	N	4	54052	49090	95
2008-04-11	Fri	BOS	N	4	37624	36300	95
2008-04-11	Fri	CHA	N	3	26094	24141	79
2008-04-11	Fri	CLE	N	4	17859	16789	65
2008-04-11	Fri	KCA	N	4	16691	13330	65
2008-04-11	Fri	NYN	N	4	46214	47311	70
2008-04-11	Fri	PHI	N	4	37368	44336	93
2008-04-11	Fri	PIT	N	4	13603	22117	62
2008-04-11	Fri	SFN	N	5	33954	42098	88
2008-04-11	Fri	WAS	N	5	28051	19234	59
2008-04-11	Fri	SEA	N	4	28915	25243	85
2008-04-11	Fri	TBA	N	4	12146	9157	84
2008-04-11	Fri	TEX	N	4	24209	21547	87
2008-04-12	Sat	NYN	D	5	54701	53560	70
2008-04-12	Sat	PHI	N	5	45072	35387	93
2008-04-12	Sat	PIT	N	5	18096	13062	62
2008-04-12	Sat	SFN	D	6	35717	39343	88
2008-04-12	Sat	WAS	D	6	32532	16617	59
2008-04-12	Sat	SEA	N	5	34963	25954	85
2008-04-12	Sat	TBA	N	5	19295	9575	84
2008-04-12	Sat	TEX	N	5	34960	23897	87
2008-04-12	Sat	ARI	D	5	29256	27721	70
2008-04-12	Sat	HOU	N	5	34336	41885	74
2008-04-12	Sat	LAN	N	5	54955	55942	95
2008-04-12	Sat	BOS	D	5	37461	35424	95
2008-04-12	Sat	CHA	D	4	29649	33278	79
2008-04-12	Sat	CLE	N	5	19170	18082	65
2008-04-12	Sat	KCA	N	5	36300	13899	65
2008-04-13	Sun	ARI	D	6	31321	21904	70
2008-04-13	Sun	HOU	D	6	29766	36273	74
2008-04-13	Sun	LAN	D	6	47357	55298	95
2008-04-13	Sun	BOS	N	6	37876	36786	95
2008-04-13	Sun	CHA	D	5	26294	27653	79
2008-04-13	Sun	CLE	D	6	17228	14887	65
2008-04-13	Sun	KCA	D	6	13886	13109	65
2008-04-13	Sun	NYN	D	6	52794	47547	70
2008-04-13	Sun	PHI	D	6	40095	27058	93
2008-04-13	Sun	PIT	D	6	11201	8201	62
2008-04-13	Sun	SFN	D	7	37195	40532	88
2008-04-13	Sun	WAS	D	7	29151	17224	59
2008-04-13	Sun	SEA	D	6	30664	25001	85
2008-04-13	Sun	TBA	D	6	16748	10540	84
2008-04-13	Sun	TEX	D	6	21515	33674	87
2008-04-14	Mon	SFN	N	8	30371	37398	88
2008-04-14	Mon	SEA	N	7	16751	19015	85
2008-04-14	Mon	TBA	N	7	18872	13391	84
2008-04-14	Mon	TEX	N	7	16541	29782	87
2008-04-14	Mon	LAN	N	7	37334	43845	95
2008-04-14	Mon	BAL	N	7	11510	25025	64
2008-04-14	Mon	CHA	N	6	20430	23139	79
2008-04-14	Mon	CLE	N	7	21802	13843	65
2008-04-14	Mon	DET	N	7	32002	39618	86
2008-04-15	Tue	CHN	N	7	39130	36021	83
2008-04-15	Tue	FLO	N	7	10462	17219	87
2008-04-15	Tue	LAN	N	8	37896	48995	95
2008-04-15	Tue	BAL	N	8	15017	25898	64
2008-04-15	Tue	CHA	D	7	18254	25390	79
2008-04-15	Tue	CLE	N	8	25135	14066	65
2008-04-15	Tue	DET	N	8	30901	38379	86
2008-04-15	Tue	NYN	N	7	46567	55143	70
2008-04-15	Tue	PHI	N	7	34609	32517	93
2008-04-15	Tue	SDN	N	8	24439	32224	75
2008-04-15	Tue	SFN	D	9	30068	39010	88
2008-04-15	Tue	SLN	N	7	39438	42446	91
2008-04-15	Tue	SEA	D	8	17137	20871	85
2008-04-15	Tue	TBA	N	8	20923	22805	84
2008-04-15	Tue	TEX	D	8	15595	42945	87
2008-04-16	Wed	NYN	N	8	46106	55671	70
2008-04-16	Wed	PHI	N	8	31644	24745	93
2008-04-16	Wed	SDN	N	9	21730	44035	75
2008-04-16	Wed	SFN	D	10	30510	36281	88
2008-04-16	Wed	SLN	N	8	40712	42309	91
2008-04-16	Wed	OAK	N	8	21126	17322	75
2008-04-16	Wed	TOR	N	7	15686	25983	75
2008-04-16	Wed	CHN	N	8	40099	38955	83
2008-04-16	Wed	FLO	N	8	10712	18115	87
2008-04-16	Wed	LAN	N	9	53629	46741	95
2008-04-16	Wed	BAL	N	9	12080	27285	64
2008-04-16	Wed	CLE	N	9	17644	20484	65
2008-04-16	Wed	MIN	N	8	20209	27783	87
2008-04-16	Wed	NYA	N	8	54667	40872	103
2008-04-17	Thu	CHN	D	9	39534	41637	83
2008-04-17	Thu	FLO	N	9	11237	16469	87
2008-04-17	Thu	BAL	N	10	13676	13862	64
2008-04-17	Thu	CLE	N	10	21547	25065	65
2008-04-17	Thu	MIN	N	9	14781	35269	87
2008-04-17	Thu	NYA	N	9	55088	45118	103
2008-04-17	Thu	NYN	N	9	47785	32154	70
2008-04-17	Thu	PHI	D	9	33526	23526	93
2008-04-17	Thu	SDN	N	10	25984	42385	75
2008-04-17	Thu	SLN	D	9	36850	42225	91
2008-04-17	Thu	OAK	N	9	10164	19674	75
2008-04-17	Thu	TOR	N	8	15809	42162	75
2008-04-18	Fri	PHI	N	10	45156	26572	93
2008-04-18	Fri	SLN	N	10	40684	42503	91
2008-04-18	Fri	OAK	N	10	12528	14683	75
2008-04-18	Fri	TBA	N	9	12379	18131	84
2008-04-18	Fri	TOR	N	9	24294	20188	75
2008-04-18	Fri	ARI	N	7	26783	27427	70
2008-04-18	Fri	ATL	N	6	38250	23897	86
2008-04-18	Fri	CHN	D	10	39118	40193	83
2008-04-18	Fri	CIN	N	8	32629	14492	78
2008-04-18	Fri	FLO	N	10	13279	24107	87
2008-04-18	Fri	HOU	N	7	34272	30665	74
2008-04-18	Fri	BAL	N	11	40653	14452	64
2008-04-18	Fri	BOS	N	7	37902	36342	95
2008-04-18	Fri	MIN	N	10	22366	27024	87
2008-04-19	Sat	ARI	N	8	39726	25735	70
2008-04-19	Sat	ATL	D	7	40451	33212	86
2008-04-19	Sat	CHN	D	11	40298	33920	83
2008-04-19	Sat	CIN	D	9	26410	13772	78
2008-04-19	Sat	FLO	N	11	18944	18443	87
2008-04-19	Sat	HOU	N	8	34540	38106	74
2008-04-19	Sat	BAL	N	12	41776	27613	64
2008-04-19	Sat	BOS	N	8	37958	36905	95
2008-04-19	Sat	MIN	D	11	34210	16076	87
2008-04-19	Sat	PHI	D	11	45149	32331	93
2008-04-19	Sat	SLN	D	11	41707	45131	91
2008-04-19	Sat	OAK	D	11	20390	15388	75
2008-04-19	Sat	TBA	N	10	17613	20409	84
2008-04-19	Sat	TOR	D	10	31052	33297	75
2008-04-20	Sun	PHI	N	12	45173	36914	93
2008-04-20	Sun	SLN	D	12	41127	45015	91
2008-04-20	Sun	OAK	D	12	18645	26760	75
2008-04-20	Sun	TBA	D	11	17212	22328	84
2008-04-20	Sun	TOR	D	11	30139	24795	75
2008-04-20	Sun	ARI	D	9	28090	19508	70
2008-04-20	Sun	ATL	D	8	36772	25189	86
2008-04-20	Sun	CHN	D	12	41405	34382	83
2008-04-20	Sun	CIN	D	10	26902	14222	78
2008-04-20	Sun	FLO	D	12	11635	13227	87
2008-04-20	Sun	HOU	D	9	35286	40530	74
2008-04-20	Sun	BAL	D	13	37501	33522	64
2008-04-20	Sun	BOS	D	9	37480	36669	95
2008-04-20	Sun	MIN	D	12	27703	20849	87
2008-04-21	Mon	ARI	N	10	22097	18307	70
2008-04-21	Mon	ATL	N	9	16706	26837	86
2008-04-21	Mon	CHN	N	13	40582	38581	83
2008-04-21	Mon	CIN	N	11	14446	32962	78
2008-04-21	Mon	COL	N	7	24886	19135	92
2008-04-21	Mon	HOU	N	10	28600	41004	74
2008-04-21	Mon	MIL	N	7	31240	22331	80
2008-04-21	Mon	BOS	D	10	37539	37161	95
2008-04-21	Mon	PIT	N	7	8444	12056	62
2008-04-21	Mon	TOR	D	12	25287	24119	75
2008-04-22	Tue	PIT	N	8	10185	22638	62
2008-04-22	Tue	OAK	N	13	10267	23827	75
2008-04-22	Tue	SEA	N	9	17780	19350	85
2008-04-22	Tue	TBA	N	12	8269	8773	84
2008-04-22	Tue	ARI	N	11	25074	16792	70
2008-04-22	Tue	ATL	N	10	23482	31603	86
2008-04-22	Tue	CHN	D	14	40503	39444	83
2008-04-22	Tue	CIN	N	12	14763	39353	78
2008-04-22	Tue	COL	N	8	26665	22338	92
2008-04-22	Tue	HOU	N	11	33434	37114	74
2008-04-22	Tue	MIL	D	8	23748	17386	80
2008-04-22	Tue	BOS	N	11	37982	37052	95
2008-04-22	Tue	CHA	N	8	25012	25459	79
2008-04-22	Tue	DET	N	9	33629	31147	86
2008-04-22	Tue	KCA	N	7	16165	31813	65
2008-04-23	Wed	ATL	N	11	19852	20354	86
2008-04-23	Wed	CIN	N	13	16017	29717	78
2008-04-23	Wed	COL	N	9	36864	22795	92
2008-04-23	Wed	LAN	N	10	42590	44001	95
2008-04-23	Wed	MIL	N	9	30548	41522	80
2008-04-23	Wed	BOS	N	12	38172	37006	95
2008-04-23	Wed	CHA	N	9	27751	26342	79
2008-04-23	Wed	DET	N	10	34245	39547	86
2008-04-23	Wed	PIT	N	9	10487	29514	62
2008-04-23	Wed	SDN	N	11	25506	44028	75
2008-04-23	Wed	WAS	N	8	32780	16316	59
2008-04-23	Wed	OAK	N	14	15242	20393	75
2008-04-23	Wed	SEA	N	10	16823	37281	85
2008-04-23	Wed	TBA	N	13	8989	9101	84
2008-04-24	Thu	PIT	N	10	9544	18409	62
2008-04-24	Thu	SDN	N	12	26789	19769	75
2008-04-24	Thu	WAS	N	9	29750	17791	59
2008-04-24	Thu	OAK	D	15	12593	22705	75
2008-04-24	Thu	SEA	N	11	16727	32441	85
2008-04-24	Thu	TBA	N	14	9540	8793	84
2008-04-24	Thu	ATL	N	12	19903	19670	86
2008-04-24	Thu	CIN	D	14	17403	23920	78
2008-04-24	Thu	COL	D	10	32791	25746	92
2008-04-24	Thu	LAN	N	11	38350	43963	95
2008-04-24	Thu	MIL	D	10	23905	41209	80
2008-04-24	Thu	BOS	D	13	37848	37216	95
2008-04-24	Thu	CHA	N	10	27243	30193	79
2008-04-24	Thu	DET	D	11	39058	36483	86
2008-04-24	Thu	KCA	N	8	0	20566	65
2008-04-24	Thu	KCA	N	9	0	14801	65
2008-04-24	Thu	KCA	N	8	11637	20566	65
2008-04-24	Thu	KCA	N	9	11637	14801	65
2008-04-25	Fri	LAN	N	12	53205	56000	95
2008-04-25	Fri	MIL	N	11	40088	31985	80
2008-04-25	Fri	CLE	N	11	31467	25402	65
2008-04-25	Fri	DET	N	12	40380	24914	86
2008-04-25	Fri	KCA	N	10	22561	12265	65
2008-04-25	Fri	NYN	N	10	52495	38500	70
2008-04-25	Fri	PIT	N	11	23930	11437	62
2008-04-25	Fri	SDN	N	13	31340	19438	75
2008-04-25	Fri	SFN	N	11	34657	36868	88
2008-04-25	Fri	SLN	N	13	41193	44117	91
2008-04-25	Fri	WAS	N	10	35154	18584	59
2008-04-25	Fri	SEA	N	12	40845	26019	85
2008-04-25	Fri	TBA	N	15	30290	11546	84
2008-04-25	Fri	TEX	N	9	19016	37002	87
2008-04-26	Sat	NYN	D	11	51339	33522	70
2008-04-26	Sat	PIT	N	12	24791	13082	62
2008-04-26	Sat	SDN	D	14	31295	22153	75
2008-04-26	Sat	SFN	N	12	34215	34659	88
2008-04-26	Sat	SLN	D	14	43040	44881	91
2008-04-26	Sat	WAS	N	11	35188	18671	59
2008-04-26	Sat	SEA	N	13	37563	20739	85
2008-04-26	Sat	TBA	N	16	36048	16604	84
2008-04-26	Sat	TEX	N	10	33053	26592	87
2008-04-26	Sat	LAN	N	13	50469	53126	95
2008-04-26	Sat	MIL	N	12	44169	20191	80
2008-04-26	Sat	CHA	D	11	23043	38208	79
2008-04-26	Sat	CHA	D	12	23043	38513	79
2008-04-26	Sat	CHA	N	11	34757	38208	79
2008-04-26	Sat	CHA	N	12	34757	38513	79
2008-04-26	Sat	CLE	D	12	35765	13389	65
2008-04-26	Sat	DET	D	13	42068	23126	86
2008-04-26	Sat	KCA	N	11	24078	14907	65
2008-04-27	Sun	LAN	D	14	50670	36029	95
2008-04-27	Sun	MIL	D	13	41656	20446	80
2008-04-27	Sun	CHA	D	13	29756	34522	79
2008-04-27	Sun	CLE	D	13	31598	14163	65
2008-04-27	Sun	DET	N	14	36347	29278	86
2008-04-27	Sun	KCA	D	12	13998	10866	65
2008-04-27	Sun	NYN	D	12	53487	39383	70
2008-04-27	Sun	PIT	D	13	17588	21765	62
2008-04-27	Sun	SDN	D	15	40074	38901	75
2008-04-27	Sun	SFN	D	13	39050	33210	88
2008-04-27	Sun	SLN	D	15	44222	44483	91
2008-04-27	Sun	WAS	D	12	33795	21662	59
2008-04-27	Sun	SEA	D	14	32612	16555	85
2008-04-27	Sun	TBA	D	17	32363	16880	84
2008-04-27	Sun	TEX	D	11	19911	32310	87
2008-04-28	Mon	SFN	N	14	30153	32557	88
2008-04-28	Mon	SLN	N	16	37229	42285	91
2008-04-28	Mon	ARI	N	12	19868	24798	70
