Game_Date	Day_of_Week	Home_Team	Day_or_Night	Home_Game_Number	Attendance	Prior_Attendance	Prior_Wins
2004-09-07	Tue	HOU	N	71	36921	31408	89
2004-09-07	Tue	LAN	N	65	35078	44449	71
2004-09-07	Tue	BAL	N	66	29624	19517	74
2004-09-07	Tue	DET	N	66	17462	15873	71
2004-09-07	Tue	NYA	N	69	33518	55237	95
2004-09-07	Tue	PIT	N	66	20563	18264	67
2004-09-07	Tue	SDN	N	71	32738	24761	82
2004-09-07	Tue	OAK	N	66	29659	14081	88
2004-09-07	Tue	TEX	N	66	20004	18118	79
2004-09-08	Wed	SDN	D	72	34277	18952	82
2004-09-08	Wed	OAK	N	67	39575	23368	88
2004-09-08	Wed	SEA	N	68	28764	42442	69
2004-09-08	Wed	TEX	N	67	21836	30068	79
2004-09-08	Wed	ATL	D	67	0	27856	90
2004-09-08	Wed	ATL	D	68	0	0	90
2004-09-08	Wed	ATL	D	68	0	31849	90
2004-09-08	Wed	ATL	N	67	20320	27856	90
2004-09-08	Wed	ATL	N	68	20320	0	90
2004-09-08	Wed	ATL	N	68	20320	31849	90
2004-09-08	Wed	CHN	N	68	38379	38410	79
2004-09-08	Wed	COL	N	68	24700	24972	67
2004-09-08	Wed	FLO	N	66	14691	12231	83
2004-09-08	Wed	HOU	D	72	35445	35633	89
2004-09-08	Wed	LAN	N	66	28888	45496	71
2004-09-08	Wed	BAL	N	67	19358	18752	74
2004-09-09	Thu	ATL	N	69	20285	0	90
2004-09-09	Thu	ATL	N	69	20285	31849	90
2004-09-09	Thu	CIN	N	68	15011	21870	73
2004-09-09	Thu	COL	N	69	20027	23645	67
2004-09-09	Thu	FLO	D	67	13102	20724	83
2004-09-09	Thu	LAN	N	67	27287	39092	71
2004-09-09	Thu	DET	D	67	0	10986	71
2004-09-09	Thu	DET	D	68	0	9318	71
2004-09-09	Thu	DET	D	67	20442	10986	71
2004-09-09	Thu	DET	D	68	20442	9318	71
2004-09-09	Thu	NYA	D	70	0	55212	95
2004-09-09	Thu	NYA	D	71	0	8848	95
2004-09-09	Thu	NYA	N	70	41230	55212	95
2004-09-09	Thu	NYA	N	71	41230	8848	95
2004-09-09	Thu	PIT	N	67	0	12679	67
2004-09-09	Thu	PIT	N	68	0	27415	67
2004-09-09	Thu	PIT	N	67	10495	12679	67
2004-09-09	Thu	PIT	N	68	10495	27415	67
2004-09-09	Thu	SEA	N	69	29656	42563	69
2004-09-09	Thu	TEX	N	68	19384	17213	79
2004-09-10	Fri	NYN	N	68	27827	23877	83
2004-09-10	Fri	PIT	N	69	26097	21323	67
2004-09-10	Fri	OAK	N	68	24154	15299	88
2004-09-10	Fri	SEA	N	70	38100	43365	69
2004-09-10	Fri	TEX	N	69	24617	24005	79
2004-09-10	Fri	ARI	N	69	34284	39383	77
2004-09-10	Fri	ATL	N	70	22086	36932	90
2004-09-10	Fri	CHN	D	69	0	31990	79
2004-09-10	Fri	CHN	D	69	0	39290	79
2004-09-10	Fri	CHN	D	70	0	31990	79
2004-09-10	Fri	CHN	D	70	0	39290	79
2004-09-10	Fri	CHN	D	69	38992	31990	79
2004-09-10	Fri	CHN	D	69	38992	39290	79
2004-09-10	Fri	CHN	D	70	38992	31990	79
2004-09-10	Fri	CHN	D	70	38992	39290	79
2004-09-10	Fri	CIN	N	69	19146	27121	73
2004-09-10	Fri	COL	N	70	22279	26828	67
2004-09-10	Fri	LAN	N	68	54119	35136	71
2004-09-10	Fri	BAL	N	68	48026	18566	74
2004-09-10	Fri	DET	N	69	27391	10234	71
2004-09-10	Fri	KCA	N	68	17746	23836	56
2004-09-11	Sat	ARI	N	70	36887	37836	77
2004-09-11	Sat	ATL	N	71	28860	27703	90
2004-09-11	Sat	CHN	D	71	39078	32710	79
2004-09-11	Sat	CIN	N	70	22863	39380	73
2004-09-11	Sat	COL	D	71	22684	24393	67
2004-09-11	Sat	LAN	N	69	53494	41146	71
2004-09-11	Sat	BAL	D	69	47858	27417	74
2004-09-11	Sat	DET	N	70	28931	11371	71
2004-09-11	Sat	KCA	N	69	17496	21324	56
2004-09-11	Sat	NYN	D	69	21718	24390	83
2004-09-11	Sat	PIT	D	70	14877	23822	67
2004-09-11	Sat	OAK	D	69	30436	20052	88
2004-09-11	Sat	SEA	N	71	44401	45618	69
2004-09-11	Sat	TEX	N	70	40587	15119	79
2004-09-12	Sun	NYN	D	70	23391	16439	83
2004-09-12	Sun	PIT	N	71	11521	18895	67
2004-09-12	Sun	OAK	N	70	29107	45150	88
2004-09-12	Sun	SEA	D	72	43742	45760	69
2004-09-12	Sun	TEX	D	71	20434	15271	79
2004-09-12	Sun	ARI	D	71	30903	33416	77
2004-09-12	Sun	ATL	D	72	25865	17543	90
2004-09-12	Sun	CHN	D	72	38794	35129	79
2004-09-12	Sun	CIN	D	71	17236	29272	73
2004-09-12	Sun	COL	D	72	21608	24553	67
2004-09-12	Sun	LAN	D	70	54000	41182	71
2004-09-12	Sun	BAL	D	70	47780	43793	74
2004-09-12	Sun	DET	D	71	23208	18042	71
2004-09-12	Sun	KCA	D	70	14015	20385	56
2004-09-13	Mon	ARI	N	72	22070	25937	77
2004-09-13	Mon	CHN	N	73	38326	38219	79
2004-09-13	Mon	CIN	N	72	15930	19073	73
2004-09-13	Mon	FLO	D	68	4003	11105	83
2004-09-13	Mon	LAN	N	71	36050	28406	71
2004-09-13	Mon	DET	N	72	9962	15966	71
2004-09-13	Mon	KCA	N	71	23951	12389	56
2004-09-13	Mon	NYN	N	71	0	15155	83
2004-09-13	Mon	NYN	N	72	0	29410	83
2004-09-13	Mon	NYN	N	71	21476	15155	83
2004-09-13	Mon	NYN	N	72	21476	29410	83
2004-09-13	Mon	OAK	N	71	15535	27541	88
2004-09-13	Mon	SEA	N	73	30432	37707	69
2004-09-13	Mon	TOR	N	73	18372	18309	80
2004-09-14	Tue	NYN	N	73	21545	16699	83
2004-09-14	Tue	SLN	N	72	29528	27591	100
2004-09-14	Tue	OAK	N	72	15644	20760	88
2004-09-14	Tue	SEA	N	74	28408	36450	69
2004-09-14	Tue	ARI	N	73	23175	36488	77
2004-09-14	Tue	CHN	N	74	38676	39983	79
2004-09-14	Tue	CIN	N	73	15364	21241	73
2004-09-14	Tue	FLO	D	69	5457	12413	83
2004-09-14	Tue	LAN	N	72	29704	31027	71
2004-09-14	Tue	MIL	N	72	27209	42127	81
2004-09-14	Tue	BOS	N	72	35118	34414	95
2004-09-14	Tue	CLE	N	72	16489	20679	93
2004-09-14	Tue	KCA	N	72	23426	21581	56
2004-09-14	Tue	MIN	N	73	22145	18941	83
2004-09-15	Wed	ARI	N	74	22598	28985	77
2004-09-15	Wed	CHN	D	75	38395	38827	79
2004-09-15	Wed	CIN	D	74	16292	20560	73
2004-09-15	Wed	FLO	D	70	0	10327	83
2004-09-15	Wed	FLO	D	71	0	11135	83
2004-09-15	Wed	FLO	N	70	12608	10327	83
2004-09-15	Wed	FLO	N	71	12608	11135	83
2004-09-15	Wed	LAN	N	73	34105	51013	71
2004-09-15	Wed	MIL	N	73	22228	10202	81
2004-09-15	Wed	BOS	N	73	35105	34174	95
2004-09-15	Wed	CLE	N	73	15411	20440	93
2004-09-15	Wed	KCA	D	73	22418	13188	56
2004-09-15	Wed	MIN	N	74	20612	32921	83
2004-09-15	Wed	NYN	N	74	29704	18914	83
2004-09-15	Wed	SLN	N	73	32891	25396	100
2004-09-15	Wed	OAK	N	73	25849	17253	88
2004-09-15	Wed	SEA	N	75	31269	35729	69
2004-09-15	Wed	TOR	N	74	19942	18763	80
2004-09-16	Thu	NYN	N	75	19885	33083	83
2004-09-16	Thu	SLN	N	74	28704	28801	100
2004-09-16	Thu	OAK	D	74	15281	31359	88
2004-09-16	Thu	SEA	N	76	28497	41601	69
2004-09-16	Thu	TOR	N	75	21451	22869	80
2004-09-16	Thu	ARI	D	75	22281	28459	77
2004-09-16	Thu	CIN	N	75	20884	20479	73
2004-09-16	Thu	FLO	N	72	17219	10213	83
2004-09-16	Thu	LAN	N	74	43185	45576	71
2004-09-16	Thu	MIL	D	74	17574	10102	81
2004-09-16	Thu	BOS	N	74	35048	33389	95
2004-09-16	Thu	CLE	N	74	15943	19452	93
2004-09-16	Thu	MIN	N	75	20052	40304	83
2004-09-17	Fri	CIN	N	76	33369	26124	73
2004-09-17	Fri	COL	N	73	23572	22328	67
2004-09-17	Fri	FLO	N	73	26084	25622	83
2004-09-17	Fri	HOU	N	73	38839	42435	89
2004-09-17	Fri	CHA	N	72	23132	32807	99
2004-09-17	Fri	CLE	N	75	14347	16967	93
2004-09-17	Fri	MIN	N	76	21675	39948	83
2004-09-17	Fri	NYA	N	72	55128	31826	95
2004-09-17	Fri	PHI	N	72	35498	29159	88
2004-09-17	Fri	SFN	N	74	42526	36542	75
2004-09-17	Fri	SLN	N	75	37280	27925	100
2004-09-17	Fri	SEA	N	77	30610	45552	69
2004-09-17	Fri	TOR	N	76	25987	17208	80
2004-09-18	Sat	PHI	N	73	38650	36479	88
2004-09-18	Sat	PIT	N	72	19236	33480	67
2004-09-18	Sat	SFN	D	75	42515	37059	75
2004-09-18	Sat	SLN	D	76	43791	27405	100
2004-09-18	Sat	SEA	D	78	36506	45861	69
2004-09-18	Sat	TOR	D	77	33432	16050	80
2004-09-18	Sat	CIN	N	77	41829	27021	73
2004-09-18	Sat	COL	D	74	21664	22454	67
2004-09-18	Sat	FLO	N	74	34714	40414	83
2004-09-18	Sat	HOU	N	74	40408	37548	89
2004-09-18	Sat	CHA	N	73	23533	27623	99
2004-09-18	Sat	CLE	N	76	17848	16145	93
2004-09-18	Sat	MIN	D	77	24183	30013	83
2004-09-18	Sat	NYA	D	73	55153	34000	95
2004-09-19	Sun	CIN	D	78	41649	36963	73
2004-09-19	Sun	COL	D	75	27175	21718	67
2004-09-19	Sun	FLO	D	75	41525	18725	83
2004-09-19	Sun	HOU	N	75	35678	36372	89
2004-09-19	Sun	CHA	D	74	19269	22188	99
2004-09-19	Sun	CLE	D	77	16745	16363	93
2004-09-19	Sun	MIN	D	78	31399	26903	83
2004-09-19	Sun	NYA	D	74	55142	31915	95
2004-09-19	Sun	PHI	D	74	42603	33761	88
2004-09-19	Sun	PIT	D	73	0	16383	67
2004-09-19	Sun	PIT	D	74	0	8565	67
2004-09-19	Sun	PIT	D	73	18219	16383	67
2004-09-19	Sun	PIT	D	74	18219	8565	67
2004-09-19	Sun	SFN	D	76	41428	40014	75
2004-09-19	Sun	SLN	D	77	41279	27567	100
2004-09-19	Sun	SEA	D	79	36118	45519	69
2004-09-19	Sun	TOR	D	78	30714	13408	80
2004-09-20	Mon	TBA	N	71	8315	10738	67
2004-09-20	Mon	FLO	D	76	0	25311	83
2004-09-20	Mon	FLO	D	77	0	28520	83
2004-09-20	Mon	FLO	D	76	37412	25311	83
2004-09-20	Mon	FLO	D	77	37412	28520	83
2004-09-20	Mon	MIL	N	75	14213	19793	81
2004-09-20	Mon	BOS	N	75	34758	33618	95
2004-09-20	Mon	CHA	N	75	21991	20541	99
2004-09-20	Mon	DET	N	73	13820	13579	71
2004-09-20	Mon	NYA	N	75	10732	37401	95
2004-09-21	Tue	ATL	N	73	20359	21257	90
2004-09-21	Tue	FLO	N	78	15659	31935	83
2004-09-21	Tue	MIL	N	76	25675	11826	81
2004-09-21	Tue	BOS	N	76	35083	33806	95
2004-09-21	Tue	CHA	N	76	14771	32812	99
2004-09-21	Tue	DET	N	74	11351	9342	71
2004-09-21	Tue	NYA	N	76	36675	40887	95
2004-09-21	Tue	NYA	N	76	36675	19599	95
2004-09-21	Tue	PIT	N	75	12701	11995	67
2004-09-21	Tue	SDN	N	73	39428	18848	82
2004-09-21	Tue	SFN	N	77	39863	41163	75
2004-09-21	Tue	TBA	N	72	8588	14596	67
2004-09-21	Tue	TEX	N	72	28143	24186	79
2004-09-22	Wed	PIT	N	76	22257	10625	67
2004-09-22	Wed	SDN	N	74	41303	24365	82
2004-09-22	Wed	SFN	N	78	40095	42336	75
2004-09-22	Wed	TBA	D	73	8392	8528	67
2004-09-22	Wed	TEX	N	73	29426	26192	79
2004-09-22	Wed	ATL	N	74	19573	21321	90
2004-09-22	Wed	COL	N	76	20125	31976	67
2004-09-22	Wed	FLO	N	79	20416	33215	83
2004-09-22	Wed	MIL	N	77	21461	27154	81
2004-09-22	Wed	BOS	N	77	35103	34042	95
2004-09-22	Wed	CHA	N	77	22396	37367	99
2004-09-22	Wed	DET	N	75	16360	9801	71
2004-09-22	Wed	NYA	N	77	49560	40887	95
2004-09-22	Wed	NYA	N	77	49560	19599	95
2004-09-23	Thu	ATL	N	75	21519	23811	90
2004-09-23	Thu	COL	D	77	0	28028	67
2004-09-23	Thu	COL	D	78	0	28167	67
2004-09-23	Thu	COL	D	77	20765	28028	67
2004-09-23	Thu	COL	D	78	20765	28167	67
2004-09-23	Thu	FLO	N	80	30208	30204	83
2004-09-23	Thu	MIL	D	78	15200	27823	81
2004-09-23	Thu	BOS	N	78	35026	33821	95
2004-09-23	Thu	CHA	N	78	16015	31539	99
2004-09-23	Thu	CLE	N	78	18053	17275	93
2004-09-23	Thu	NYA	D	78	29501	40861	95
2004-09-23	Thu	PIT	D	77	13298	10390	67
2004-09-23	Thu	SDN	N	75	42159	15429	82
2004-09-23	Thu	SFN	N	79	41537	42192	75
2004-09-23	Thu	SFN	N	79	41537	42485	75
2004-09-23	Thu	TEX	D	74	23075	17526	79
2004-09-24	Fri	NYN	N	76	28196	37294	83
2004-09-24	Fri	PIT	N	78	29066	0	67
2004-09-24	Fri	PIT	N	78	29066	16248	67
2004-09-24	Fri	SDN	N	76	36927	20044	82
2004-09-24	Fri	SFN	N	80	42528	42192	75
2004-09-24	Fri	SFN	N	80	42528	42485	75
2004-09-24	Fri	TBA	N	74	13003	8522	67
2004-09-24	Fri	TEX	N	75	32212	22041	79
2004-09-24	Fri	ATL	N	76	28632	35942	90
2004-09-24	Fri	COL	N	79	45053	22686	67
2004-09-24	Fri	MIL	N	79	34890	30547	81
2004-09-24	Fri	BAL	N	71	25846	36897	74
2004-09-24	Fri	BOS	N	79	35022	33723	95
2004-09-24	Fri	CHA	N	79	14270	39627	99
2004-09-24	Fri	CLE	N	79	16253	20374	93
2004-09-25	Sat	ATL	N	77	42772	42496	90
2004-09-25	Sat	COL	D	80	29751	24465	67
2004-09-25	Sat	MIL	D	80	22812	15042	81
2004-09-25	Sat	BAL	D	72	29598	23276	74
2004-09-25	Sat	BOS	N	80	34856	34607	95
2004-09-25	Sat	CHA	N	80	20625	31305	99
2004-09-25	Sat	CLE	N	80	23541	23242	93
2004-09-25	Sat	NYN	D	77	34284	28702	83
2004-09-25	Sat	PIT	N	79	26500	0	67
2004-09-25	Sat	PIT	N	79	26500	16248	67
2004-09-25	Sat	SDN	N	77	44863	23231	82
2004-09-25	Sat	SFN	D	81	42486	42142	75
2004-09-25	Sat	TBA	N	75	20978	9345	67
2004-09-25	Sat	TEX	N	76	48048	16134	79
2004-09-26	Sun	NYN	D	78	36476	17830	83
2004-09-26	Sun	PIT	D	80	23841	32869	67
2004-09-26	Sun	SDN	D	78	39639	17988	82
2004-09-26	Sun	TEX	D	77	38597	21016	79
2004-09-26	Sun	ATL	D	78	31351	33827	90
2004-09-26	Sun	COL	D	81	26866	23056	67
2004-09-26	Sun	MIL	D	81	18496	21965	81
2004-09-26	Sun	BAL	D	73	41178	25265	74
2004-09-26	Sun	BOS	D	81	34582	34526	95
2004-09-26	Sun	CHA	D	81	18949	26019	99
2004-09-26	Sun	CLE	D	81	22091	27655	93
2004-09-27	Mon	ARI	N	76	25123	32922	77
2004-09-27	Mon	CHN	N	76	38984	38698	79
2004-09-27	Mon	HOU	N	76	37651	36390	89
2004-09-27	Mon	LAN	N	75	36958	45405	71
2004-09-27	Mon	BAL	N	74	17809	25143	74
2004-09-27	Mon	DET	N	76	12495	11240	71
2004-09-27	Mon	KCA	N	74	11544	10574	56
2004-09-27	Mon	PHI	N	75	30268	20950	88
2004-09-27	Mon	OAK	N	75	17199	26755	88
2004-09-27	Mon	TBA	N	76	17602	21435	67
2004-09-27	Mon	TEX	N	78	20333	16231	79
2004-09-28	Tue	SDN	N	79	35529	45588	82
2004-09-28	Tue	OAK	N	76	18583	41035	88
2004-09-28	Tue	TBA	N	77	20116	27162	67
2004-09-28	Tue	TEX	N	79	26686	23725	79
2004-09-28	Tue	ARI	N	77	23936	37139	77
2004-09-28	Tue	ATL	D	79	0	17345	90
2004-09-28	Tue	ATL	D	80	0	22539	90
2004-09-28	Tue	ATL	N	79	35729	17345	90
2004-09-28	Tue	ATL	N	80	35729	22539	90
2004-09-28	Tue	CHN	N	77	38895	39534	79
2004-09-28	Tue	HOU	N	77	36230	31525	89
2004-09-28	Tue	LAN	N	76	33588	31689	71
2004-09-28	Tue	DET	N	77	13860	9951	71
2004-09-28	Tue	KCA	N	75	11847	11180	56
2004-09-29	Wed	ARI	D	78	21710	35153	77
2004-09-29	Wed	ATL	D	81	22000	23594	90
2004-09-29	Wed	CHN	D	78	38190	38482	79
2004-09-29	Wed	HOU	N	78	43186	27934	89
2004-09-29	Wed	LAN	N	77	43304	35162	71
2004-09-29	Wed	BAL	D	75	0	27335	74
2004-09-29	Wed	BAL	D	76	0	26263	74
2004-09-29	Wed	BAL	N	75	20600	27335	74
2004-09-29	Wed	BAL	N	76	20600	26263	74
2004-09-29	Wed	DET	D	78	8944	9296	71
2004-09-29	Wed	KCA	N	76	11193	10758	56
2004-09-29	Wed	NYA	D	79	0	0	95
2004-09-29	Wed	NYA	D	79	0	44983	95
2004-09-29	Wed	NYA	D	80	0	0	95
2004-09-29	Wed	NYA	D	80	0	44983	95
2004-09-29	Wed	NYA	N	79	45072	0	95
2004-09-29	Wed	NYA	N	79	45072	44983	95
2004-09-29	Wed	NYA	N	80	45072	0	95
2004-09-29	Wed	NYA	N	80	45072	44983	95
2004-09-29	Wed	PHI	N	76	0	30191	88
2004-09-29	Wed	PHI	N	77	0	35239	88
2004-09-29	Wed	PHI	N	76	33127	30191	88
2004-09-29	Wed	PHI	N	77	33127	35239	88
2004-09-29	Wed	SDN	N	80	38398	42479	82
2004-09-29	Wed	OAK	N	77	28556	40226	88
2004-09-29	Wed	TBA	N	78	21274	18803	67
2004-09-29	Wed	TEX	N	80	31538	47506	79
2004-09-30	Thu	PHI	N	78	36080	57883	88
2004-09-30	Thu	SDN	N	81	45389	60988	82
2004-09-30	Thu	SLN	N	78	24893	29729	100
2004-09-30	Thu	OAK	D	78	19201	40643	88
2004-09-30	Thu	TBA	D	79	0	21240	67
2004-09-30	Thu	TBA	D	80	0	25635	67
2004-09-30	Thu	TBA	D	79	10309	21240	67
2004-09-30	Thu	TBA	D	80	10309	25635	67
2004-09-30	Thu	TEX	D	81	23036	32689	79
2004-09-30	Thu	CHN	D	79	38281	0	79
2004-09-30	Thu	CHN	D	79	38281	40121	79
2004-09-30	Thu	LAN	N	78	53438	36523	71
2004-09-30	Thu	BAL	N	77	18793	27108	74
2004-09-30	Thu	KCA	N	77	11507	16438	56
2004-09-30	Thu	NYA	N	81	48454	42702	95
2004-10-01	Fri	ARI	N	79	25929	37180	77
2004-10-01	Fri	CHN	D	80	38795	0	79
2004-10-01	Fri	CHN	D	80	38795	40121	79
2004-10-01	Fri	CIN	N	79	26841	28870	73
2004-10-01	Fri	HOU	N	79	41717	37259	89
2004-10-01	Fri	LAN	N	79	54888	51612	71
2004-10-01	Fri	BAL	N	78	39086	29093	74
2004-10-01	Fri	DET	N	79	20612	16518	71
2004-10-01	Fri	KCA	N	78	14766	36598	56
2004-10-01	Fri	MIN	N	79	25322	33396	83
2004-10-01	Fri	NYN	N	79	29273	22134	83
2004-10-01	Fri	PHI	N	79	34494	58096	88
2004-10-01	Fri	SLN	N	79	32605	38997	100
2004-10-01	Fri	OAK	N	79	47081	15110	88
2004-10-01	Fri	SEA	N	80	45573	45483	69
2004-10-01	Fri	TOR	N	79	48914	13861	80
2004-10-02	Sat	NYN	N	80	30147	25081	83
2004-10-02	Sat	PHI	N	80	36279	58303	88
2004-10-02	Sat	SLN	D	80	41219	44878	100
2004-10-02	Sat	OAK	D	80	42832	23211	88
2004-10-02	Sat	SEA	N	81	45817	45719	69
2004-10-02	Sat	TOR	D	80	50498	21504	80
2004-10-02	Sat	ARI	N	80	30733	39650	77
2004-10-02	Sat	CHN	D	81	38695	39940	79
2004-10-02	Sat	CIN	D	80	26128	31199	73
2004-10-02	Sat	HOU	N	80	43279	38627	89
2004-10-02	Sat	LAN	D	80	54594	54488	71
2004-10-02	Sat	BAL	D	79	48540	25857	74
2004-10-02	Sat	BAL	D	80	48540	32381	74
2004-10-02	Sat	BAL	N	79	47320	25857	74
2004-10-02	Sat	BAL	N	80	47320	32381	74
2004-10-02	Sat	DET	N	80	20029	14277	71
2004-10-02	Sat	KCA	N	79	16028	37567	56
2004-10-02	Sat	MIN	D	80	32268	33650	83
2004-10-03	Sun	ARI	D	81	29425	42882	77
2004-10-03	Sun	CIN	D	81	30854	32322	73
2004-10-03	Sun	HOU	D	81	43082	37977	89
2004-10-03	Sun	LAN	D	81	54968	54584	71
2004-10-03	Sun	BAL	D	81	42104	27502	74
2004-10-03	Sun	DET	D	81	22471	18959	71
2004-10-03	Sun	KCA	D	80	14586	26261	56
2004-10-03	Sun	MIN	D	81	28624	32986	83
2004-10-03	Sun	PHI	D	81	43560	58554	88
2004-10-03	Sun	SLN	D	81	39849	41397	100
2004-10-03	Sun	OAK	D	81	33640	27373	88
2004-10-03	Sun	TOR	D	81	49948	22014	80
2005-04-03	Sun	NYA	N	1	54818	55290	97
2005-04-04	Mon	BAL	D	1	48271	47683	70
2005-04-04	Mon	CHA	D	1	38141	37706	90
2005-04-04	Mon	DET	D	1	44105	42121	95
2005-04-04	Mon	ARI	D	1	45539	46949	76
2005-04-04	Mon	CIN	D	1	42794	42122	80
2005-04-04	Mon	COL	D	1	47661	48013	76
2005-04-04	Mon	SEA	D	1	46249	46142	78
2005-04-04	Mon	TBA	D	1	26018	55000	61
2005-04-04	Mon	PHI	D	1	44080	41626	85
2005-04-04	Mon	PIT	D	1	38016	35702	67
2005-04-05	Tue	SEA	N	2	28373	37947	78
2005-04-05	Tue	TBA	N	2	9144	55000	61
2005-04-05	Tue	SFN	D	1	42788	42548	76
2005-04-05	Tue	NYA	D	2	54690	45965	97
2005-04-05	Tue	ARI	N	2	30260	25918	76
2005-04-05	Tue	FLO	D	1	57405	55315	78
2005-04-05	Tue	HOU	N	1	43567	43351	82
2005-04-06	Wed	BAL	N	2	22415	35355	70
2005-04-06	Wed	CHA	D	2	10520	11765	90
2005-04-06	Wed	DET	D	2	14168	23409	95
2005-04-06	Wed	NYA	D	3	55165	47911	97
2005-04-06	Wed	ARI	N	3	26789	26448	76
2005-04-06	Wed	CIN	N	2	22301	30201	80
2005-04-06	Wed	COL	N	2	20721	23128	76
2005-04-06	Wed	FLO	N	2	20317	17622	78
2005-04-06	Wed	HOU	D	2	28496	40660	82
2005-04-06	Wed	SEA	D	3	25580	34376	78
2005-04-06	Wed	TBA	D	3	8764	41755	61
2005-04-06	Wed	PHI	N	2	23435	37512	85
2005-04-06	Wed	PIT	D	2	12077	15126	67
2005-04-06	Wed	SFN	N	2	42433	42040	76
2005-04-07	Thu	PHI	D	3	21693	39613	85
2005-04-07	Thu	SDN	N	1	43538	41400	88
2005-04-07	Thu	SFN	N	3	40536	37844	76
2005-04-07	Thu	BAL	N	3	16395	28373	70
2005-04-07	Thu	CHA	D	3	10800	15150	90
2005-04-07	Thu	DET	D	3	10463	12138	95
2005-04-07	Thu	CIN	D	3	16048	26204	80
2005-04-07	Thu	FLO	N	3	19108	18121	78
2005-04-08	Fri	DET	N	4	23294	8804	95
2005-04-08	Fri	MIN	N	1	48764	49584	96
2005-04-08	Fri	NYA	N	4	43128	37484	97
2005-04-08	Fri	ARI	N	4	25813	35930	76
2005-04-08	Fri	ATL	N	1	50939	49460	79
2005-04-08	Fri	CHN	D	1	39892	40483	66
2005-04-08	Fri	FLO	N	4	19327	22923	78
2005-04-08	Fri	HOU	N	3	36382	42863	82
2005-04-08	Fri	SEA	N	4	29652	35647	78
2005-04-08	Fri	TBA	N	4	10223	31669	61
2005-04-08	Fri	TOR	N	1	50560	47817	87
2005-04-08	Fri	SDN	N	2	39791	41625	88
2005-04-08	Fri	SFN	N	4	37015	42662	76
2005-04-08	Fri	SLN	D	1	50074	49149	83
2005-04-09	Sat	SEA	D	5	31501	38925	78
2005-04-09	Sat	TBA	N	5	13536	12123	61
2005-04-09	Sat	TOR	D	2	28765	21003	87
2005-04-09	Sat	SDN	N	3	37939	41492	88
2005-04-09	Sat	SFN	D	5	37993	42663	76
2005-04-09	Sat	SLN	D	2	39242	23966	83
2005-04-09	Sat	DET	D	5	26037	15129	95
2005-04-09	Sat	MIN	N	2	41533	19832	96
2005-04-09	Sat	NYA	D	5	50275	37914	97
2005-04-09	Sat	ARI	N	5	30753	38842	76
2005-04-09	Sat	ATL	N	2	40604	22775	79
2005-04-09	Sat	CHN	D	2	38743	38968	66
2005-04-09	Sat	FLO	N	5	30739	45725	78
2005-04-09	Sat	HOU	N	4	34502	33010	82
2005-04-10	Sun	DET	D	6	25758	17572	95
2005-04-10	Sun	MIN	N	3	28089	20313	96
2005-04-10	Sun	NYA	D	6	46797	55001	97
2005-04-10	Sun	ARI	D	6	29796	32072	76
2005-04-10	Sun	ATL	D	3	36601	26585	79
2005-04-10	Sun	CHN	D	3	39076	39450	66
2005-04-10	Sun	FLO	D	6	25089	21317	78
2005-04-10	Sun	HOU	D	5	31832	32656	82
2005-04-10	Sun	SEA	D	6	30434	35182	78
2005-04-10	Sun	TBA	D	6	12174	14093	61
2005-04-10	Sun	TOR	D	3	22845	13100	87
2005-04-10	Sun	SDN	D	4	33521	35156	88
2005-04-10	Sun	SFN	D	6	38588	42377	76
2005-04-10	Sun	SLN	D	3	37971	23488	83
2005-04-11	Mon	OAK	N	1	44815	45122	93
2005-04-11	Mon	TEX	D	1	50054	50370	80
2005-04-11	Mon	NYN	D	1	53663	53666	97
2005-04-11	Mon	BOS	D	1	33702	34337	86
2005-04-11	Mon	CLE	D	1	42461	42424	78
2005-04-11	Mon	KCA	D	1	41788	41575	62
2005-04-11	Mon	ARI	N	7	18742	30028	76
2005-04-11	Mon	ATL	N	4	16584	35650	79
2005-04-11	Mon	CHN	D	4	36791	40173	66
2005-04-11	Mon	FLO	N	7	11416	32477	78
2005-04-11	Mon	MIL	D	1	42458	44405	75
2005-04-12	Tue	MIN	N	4	15071	22553	96
2005-04-12	Tue	ARI	N	8	20725	32657	76
2005-04-12	Tue	ATL	N	5	20122	39685	79
2005-04-12	Tue	FLO	N	8	15129	41226	78
2005-04-12	Tue	LAN	D	1	55892	53850	88
2005-04-12	Tue	MIL	N	2	10927	18337	75
2005-04-12	Tue	OAK	N	2	10106	13217	93
2005-04-12	Tue	TBA	N	7	10563	10269	61
2005-04-12	Tue	TEX	N	2	23061	30331	80
2005-04-12	Tue	SLN	N	4	33617	27433	83
2005-04-13	Wed	OAK	N	3	15860	20232	93
2005-04-13	Wed	TBA	N	8	9226	12108	61
2005-04-13	Wed	TEX	N	3	21625	18209	80
2005-04-13	Wed	NYN	N	2	22431	15894	97
2005-04-13	Wed	SLN	D	5	28772	26654	83
2005-04-13	Wed	BOS	N	2	35115	35305	86
2005-04-13	Wed	CLE	N	2	14410	14237	78
2005-04-13	Wed	KCA	D	2	10577	16134	62
2005-04-13	Wed	MIN	N	5	16067	25420	96
2005-04-13	Wed	ARI	D	9	19272	32553	76
2005-04-13	Wed	ATL	D	6	19093	27701	79
2005-04-13	Wed	CHN	D	5	0	40607	66
2005-04-13	Wed	CHN	D	6	0	39624	66
